0,00:00:00.2816101
0,00:00:00.0002982
0,00:00:00.0001050
0,00:00:00.0000994
0,00:00:00.0000966
0,00:00:00.0000962
0,00:00:00.0000949
0,00:00:00.0000997
0,00:00:00.0001254
0,00:00:00.0001661
0,00:00:00.0000924
0,00:00:00.0000930
0,00:00:00.0001270
0,00:00:00.0001241
0,00:00:00.0000884
0,00:00:00.0000938
0,00:00:00.0000912
0,00:00:00.0000898
0,00:00:00.0000907
0,00:00:00.0000898
0,00:00:00.0000865
0,00:00:00.0001262
0,00:00:00.0000894
0,00:00:00.0000906
0,00:00:00.0000870
0,00:00:00.0000871
0,00:00:00.0000858
0,00:00:00.0000893
0,00:00:00.0000942
0,00:00:00.0000877
0,00:00:00.0000951
0,00:00:00.0000956
0,00:00:00.0000884
0,00:00:00.0000882
0,00:00:00.0000862
0,00:00:00.0000866
0,00:00:00.0000898
0,00:00:00.0000904
0,00:00:00.0000937
0,00:00:00.0000933
0,00:00:00.0000898
0,00:00:00.0000936
0,00:00:00.0000896
0,00:00:00.0000897
0,00:00:00.0000897
0,00:00:00.0000901
0,00:00:00.0000889
0,00:00:00.0000919
0,00:00:00.0000920
0,00:00:00.0001232
0,00:00:00.0000893
0,00:00:00.0000885
0,00:00:00.0000940
0,00:00:00.0000913
0,00:00:00.0000916
0,00:00:00.0000895
0,00:00:00.0000896
0,00:00:00.0000885
0,00:00:00.0000893
0,00:00:00.0000898
0,00:00:00.0000910
0,00:00:00.0000902
0,00:00:00.0000869
0,00:00:00.0000893
0,00:00:00.0001038
0,00:00:00.0001243
0,00:00:00.0000895
0,00:00:00.0000894
0,00:00:00.0000896
0,00:00:00.0000904
0,00:00:00.0000899
0,00:00:00.0000888
0,00:00:00.0000910
0,00:00:00.0000920
0,00:00:00.0000896
0,00:00:00.0001330
0,00:00:00.0000927
0,00:00:00.0000918
0,00:00:00.0000900
0,00:00:00.0000889
0,00:00:00.0000887
0,00:00:00.0000897
0,00:00:00.0000903
0,00:00:00.0000898
0,00:00:00.0000896
0,00:00:00.0000897
0,00:00:00.0000943
0,00:00:00.0000902
0,00:00:00.0000961
0,00:00:00.0000875
0,00:00:00.0000892
0,00:00:00.0000899
0,00:00:00.0000904
0,00:00:00.0000907
0,00:00:00.0000917
0,00:00:00.0000875
0,00:00:00.0000893
0,00:00:00.0000898
0,00:00:00.0000895
0,00:00:00.0000892
0,00:00:00.0000863
0,00:00:00.0000877
0,00:00:00.0000890
0,00:00:00.0000892
0,00:00:00.0000938
0,00:00:00.0000909
0,00:00:00.0001653
0,00:00:00.0001306
0,00:00:00.0001236
0,00:00:00.0003701
0,00:00:00.0000824
0,00:00:00.0000805
0,00:00:00.0000805
0,00:00:00.0000806
0,00:00:00.0000801
0,00:00:00.0000803
0,00:00:00.0000806
0,00:00:00.0000801
0,00:00:00.0000802
0,00:00:00.0000830
0,00:00:00.0000805
0,00:00:00.0000799
0,00:00:00.0000800
0,00:00:00.0000801
0,00:00:00.0000810
0,00:00:00.0000803
0,00:00:00.0000801
0,00:00:00.0000821
0,00:00:00.0000877
0,00:00:00.0000794
0,00:00:00.0000803
0,00:00:00.0000800
0,00:00:00.0000797
0,00:00:00.0000797
0,00:00:00.0000801
0,00:00:00.0000795
0,00:00:00.0000799
0,00:00:00.0000790
0,00:00:00.0000797
0,00:00:00.0000794
0,00:00:00.0000799
0,00:00:00.0000978
0,00:00:00.0000953
0,00:00:00.0000797
0,00:00:00.0000799
0,00:00:00.0001121
0,00:00:00.0000801
0,00:00:00.0000799
0,00:00:00.0000798
0,00:00:00.0000798
0,00:00:00.0000800
0,00:00:00.0001068
0,00:00:00.0000766
0,00:00:00.0000570
0,00:00:00.0000716
0,00:00:00.0000705
0,00:00:00.0096036
0,00:00:00.0001189
0,00:00:00.0000589
0,00:00:00.0000573
0,00:00:00.0000569
0,00:00:00.0000565
0,00:00:00.0000562
0,00:00:00.0000564
0,00:00:00.0000564
0,00:00:00.0000562
0,00:00:00.0000559
0,00:00:00.0000557
0,00:00:00.0000557
0,00:00:00.0000552
0,00:00:00.0000555
0,00:00:00.0000558
0,00:00:00.0000560
0,00:00:00.0000560
0,00:00:00.0000558
